"","x"
"10385","SMAD3"
"10386","SMAD4"
"10387","SMAD5"
"10388","SMAD6"
"10389","SMAD7"
"10390","SMAD9"
"10391","SMAGP"
"10392","SMAP1"
"10393","SMAP2"
"10394","SMARCA1"
"10395","SMARCA2"
"10396","SMARCA4"
"10397","SMARCA5"
"10398","SMARCAD1"
"10399","SMARCAL1"
"10400","SMARCB1"
"10401","SMARCC1"
"10402","SMARCC2"
"10403","SMARCD1"
"10404","SMARCD2"
"10405","SMARCD3"
"10406","SMARCE1"
"10407","SMC1A"
"10408","SMC2"
"10409","SMC3"
"10410","SMC4"
"10411","SMC5"
"10412","SMC6"
"10413","SMCHD1"
"10414","SMCO4"
"10415","SMCR8"
"10416","SMDT1"
"10417","SMG1"
"10418","SMG5"
"10419","SMG6"
"10420","SMG7"
"10421","SMG8"
"10422","SMG9"
"10423","SMIM1"
"10424","SMIM10"
"10425","SMIM10L1"
"10426","SMIM11A"
"10427","SMIM11B"
"10428","SMIM12"
"10429","SMIM13"
"10430","SMIM14"
"10431","SMIM15"
"10432","SMIM19"
"10433","SMIM20"
"10434","SMIM22"
"10435","SMIM26"
"10436","SMIM27"
"10437","SMIM29"
"10438","SMIM3"
"10439","SMIM30"
"10440","SMIM4"
"10441","SMIM5"
"10442","SMIM6"
"10443","SMIM7"
"10444","SMIM8"
"10445","SMKR1"
"10446","SMN1"
"10447","SMNDC1"
"10448","SMO"
"10449","SMOX"
"10450","SMPD1"
"10451","SMPD2"
"10452","SMPD3"
"10453","SMPD4"
"10454","SMPDL3A"
"10455","SMS"
"10456","SMTN"
"10457","SMU1"
"10458","SMUG1"
"10459","SMURF1"
"10460","SMURF2"
"10461","SMYD2"
"10462","SMYD3"
"10463","SMYD4"
"10464","SMYD5"
"10465","SNAI1"
"10466","SNAI2"
"10467","SNAI3"
"10468","SNAP23"
"10469","SNAP25"
"10470","SNAP29"
"10471","SNAP47"
"10472","SNAPC1"
"10473","SNAPC2"
"10474","SNAPC3"
"10475","SNAPC4"
"10476","SNAPC5"
"10477","SNAPIN"
"10478","SNCA"
"10479","SNCAIP"
"10480","SNCG"
"10481","SND1"
"10482","SNED1"
"10483","SNF8"
"10484","SNHG32"
"10485","SNIP1"
"10486","SNN"
"10487","SNORC"
"10488","SNPH"
"10489","SNRK"
"10490","SNRNP200"
"10491","SNRNP25"
"10492","SNRNP27"
"10493","SNRNP35"
"10494","SNRNP40"
"10495","SNRNP48"
"10496","SNRNP70"
"10497","SNRPA"
"10498","SNRPA1"
"10499","SNRPB"
"10500","SNRPB2"
"10501","SNRPC"
"10502","SNRPD1"
"10503","SNRPD2"
"10504","SNRPD3"
"10505","SNRPE"
"10506","SNRPF"
"10507","SNRPG"
"10508","SNTA1"
"10509","SNTB1"
"10510","SNTB2"
"10511","SNTG1"
"10512","SNU13"
"10513","SNUPN"
"10514","SNW1"
"10515","SNX1"
"10516","SNX10"
"10517","SNX11"
"10518","SNX12"
"10519","SNX13"
"10520","SNX14"
"10521","SNX15"
"10522","SNX16"
"10523","SNX17"
"10524","SNX18"
"10525","SNX19"
"10526","SNX2"
"10527","SNX21"
"10528","SNX22"
"10529","SNX24"
"10530","SNX25"
"10531","SNX27"
"10532","SNX29"
"10533","SNX3"
"10534","SNX30"
"10535","SNX32"
"10536","SNX33"
"10537","SNX4"
"10538","SNX5"
"10539","SNX6"
"10540","SNX7"
"10541","SNX8"
"10542","SNX9"
"10543","SOAT1"
"10544","SOBP"
"10545","SOCS1"
"10546","SOCS2"
"10547","SOCS3"
"10548","SOCS4"
"10549","SOCS5"
"10550","SOCS6"
"10551","SOCS7"
"10552","SOD1"
"10553","SOGA1"
"10554","SOGA3"
"10555","SON"
"10556","SORBS1"
"10557","SORBS2"
"10558","SORBS3"
"10559","SORCS1"
"10560","SORD"
"10561","SORL1"
"10562","SORT1"
"10563","SOS1"
"10564","SOS2"
"10565","SOWAHC"
"10566","SOX10"
"10567","SOX12"
"10568","SOX13"
"10569","SOX15"
"10570","SOX18"
"10571","SOX2"
"10572","SOX4"
"10573","SOX5"
"10574","SOX6"
"10575","SOX7"
"10576","SOX8"
"10577","SP1"
"10578","SP100"
"10579","SP110"
"10580","SP140"
"10581","SP140L"
"10582","SP2"
"10583","SP3"
"10584","SP4"
"10585","SP5"
"10586","SPA17"
"10587","SPAAR"
"10588","SPACA6"
"10589","SPACA7"
"10590","SPACA9"
"10591","SPAG1"
"10592","SPAG16"
"10593","SPAG17"
"10594","SPAG4"
"10595","SPAG5"
"10596","SPAG7"
"10597","SPAG8"
"10598","SPAG9"
"10599","SPARC"
"10600","SPART"
"10601","SPAST"
"10602","SPATA1"
"10603","SPATA13"
"10604","SPATA17"
"10605","SPATA2"
"10606","SPATA20"
"10607","SPATA21"
"10608","SPATA24"
"10609","SPATA25"
"10610","SPATA2L"
"10611","SPATA31A7"
"10612","SPATA33"
"10613","SPATA5"
"10614","SPATA5L1"
"10615","SPATA6"
"10616","SPATA6L"
"10617","SPATA7"
"10618","SPATA9"
"10619","SPATC1L"
"10620","SPATS2"
"10621","SPATS2L"
"10622","SPC24"
"10623","SPC25"
"10624","SPCS1"
"10625","SPCS2"
"10626","SPCS3"
"10627","SPDL1"
"10628","SPDYA"
"10629","SPDYE1"
"10630","SPDYE2"
"10631","SPDYE3"
"10632","SPDYE5"
"10633","SPDYE6"
"10634","SPECC1"
"10635","SPECC1L"
"10636","SPEF1"
"10637","SPEF2"
"10638","SPEN"
"10639","SPESP1"
"10640","SPG11"
"10641","SPG21"
"10642","SPG7"
"10643","SPHK1"
"10644","SPHK2"
"10645","SPIB"
"10646","SPICE1"
"10647","SPIDR"
"10648","SPIN1"
"10649","SPIN2A"
"10650","SPIN2B"
"10651","SPIN3"
"10652","SPIN4"
"10653","SPINDOC"
"10654","SPINK1"
"10655","SPINK9"
"10656","SPINT1"
"10657","SPINT2"
"10658","SPIRE1"
"10659","SPIRE2"
"10660","SPNS1"
"10661","SPNS2"
"10662","SPOCD1"
"10663","SPOCK1"
"10664","SPON1"
"10665","SPON2"
"10666","SPOP"
"10667","SPOPL"
"10668","SPOUT1"
"10669","SPP1"
"10670","SPP2"
"10671","SPPL2A"
"10672","SPPL2B"
"10673","SPPL3"
"10674","SPR"
"10675","SPRED1"
"10676","SPRED2"
"10677","SPRED3"
"10678","SPRN"
"10679","SPRTN"
"10680","SPRY1"
"10681","SPRY2"
"10682","SPRY4"
"10683","SPRYD3"
"10684","SPRYD4"
"10685","SPRYD7"
"10686","SPSB1"
"10687","SPSB2"
"10688","SPSB3"
"10689","SPTAN1"
"10690","SPTBN1"
"10691","SPTBN2"
"10692","SPTBN4"
"10693","SPTLC1"
"10694","SPTLC2"
"10695","SPTLC3"
"10696","SPTSSA"
"10697","SPTY2D1"
"10698","SPTY2D1OS"
"10699","SPX"
"10700","SQLE"
"10701","SQOR"
"10702","SQSTM1"
"10703","SRA1"
"10704","SRBD1"
"10705","SRC"
"10706","SRCAP"
"10707","SRCIN1"
"10708","SRD5A1"
"10709","SRD5A3"
"10710","SREBF1"
"10711","SREBF2"
"10712","SREK1"
"10713","SREK1IP1"
"10714","SRF"
"10715","SRFBP1"
"10716","SRGAP1"
"10717","SRGAP2"
"10718","SRGAP2B"
"10719","SRGAP2C"
"10720","SRGAP3"
"10721","SRGN"
"10722","SRI"
"10723","SRM"
"10724","SRP14"
"10725","SRP19"
"10726","SRP54"
"10727","SRP68"
"10728","SRP72"
"10729","SRP9"
"10730","SRPK1"
"10731","SRPK2"
"10732","SRPK3"
"10733","SRPRA"
"10734","SRPRB"
"10735","SRPX"
"10736","SRPX2"
"10737","SRR"
"10738","SRRD"
"10739","SRRM1"
"10740","SRRM2"
"10741","SRRM3"
"10742","SRRM5"
"10743","SRRT"
"10744","SRSF1"
"10745","SRSF10"
"10746","SRSF11"
"10747","SRSF2"
"10748","SRSF3"
"10749","SRSF4"
"10750","SRSF5"
"10751","SRSF6"
"10752","SRSF7"
"10753","SRSF8"
"10754","SRSF9"
"10755","SRXN1"
"10756","SS18"
"10757","SS18L1"
"10758","SS18L2"
"10759","SSB"
"10760","SSBP1"
"10761","SSBP2"
"10762","SSBP3"
"10763","SSBP4"
"10764","SSC5D"
"10765","SSH1"
"10766","SSH2"
"10767","SSH3"
"10768","SSNA1"
"10769","SSPN"
"10770","SSPO"
"10771","SSR1"
"10772","SSR2"
"10773","SSR3"
"10774","SSR4"
"10775","SSRP1"
"10776","SSTR2"
"10777","SSU72"
"10778","SSUH2"
"10779","SSX2IP"
"10780","ST13"
"10781","ST18"
"10782","ST20"
"10783","ST20-MTHFS"
"10784","ST3GAL1"
"10785","ST3GAL2"
"10786","ST3GAL3"
"10787","ST3GAL4"
"10788","ST3GAL5"
"10789","ST3GAL6"
"10790","ST5"
"10791","ST6GAL1"
"10792","ST6GALNAC1"
"10793","ST6GALNAC2"
"10794","ST6GALNAC3"
"10795","ST6GALNAC4"
"10796","ST6GALNAC5"
"10797","ST6GALNAC6"
"10798","ST7"
"10799","ST7L"
"10800","ST8SIA1"
"10801","ST8SIA2"
"10802","ST8SIA4"
"10803","ST8SIA6"
"10804","STAB2"
"10805","STAC2"
"10806","STAC3"
"10807","STAG1"
"10808","STAG2"
"10809","STAG3"
"10810","STAM"
"10811","STAM2"
"10812","STAMBP"
"10813","STAMBPL1"
"10814","STAP2"
"10815","STARD10"
"10816","STARD13"
"10817","STARD3"
"10818","STARD3NL"
"10819","STARD4"
"10820","STARD5"
"10821","STARD7"
"10822","STARD8"
"10823","STARD9"
"10824","STAT1"
"10825","STAT2"
"10826","STAT3"
"10827","STAT4"
"10828","STAT5A"
"10829","STAT5B"
"10830","STAT6"
"10831","STAU1"
"10832","STAU2"
"10833","STBD1"
"10834","STC1"
"10835","STC2"
"10836","STEAP1"
"10837","STEAP1B"
"10838","STEAP2"
"10839","STEAP3"
"10840","STIL"
"10841","STIM1"
"10842","STIM2"
"10843","STIMATE"
"10844","STIMATE-MUSTN1"
"10845","STIP1"
"10846","STK10"
"10847","STK11"
"10848","STK11IP"
"10849","STK16"
"10850","STK17A"
"10851","STK17B"
"10852","STK19"
"10853","STK24"
"10854","STK25"
"10855","STK3"
"10856","STK32A"
"10857","STK32B"
"10858","STK32C"
"10859","STK33"
"10860","STK35"
"10861","STK36"
"10862","STK38"
"10863","STK38L"
"10864","STK39"
"10865","STK4"
"10866","STK40"
"10867","STKLD1"
"10868","STMN1"
"10869","STMN3"
"10870","STMND1"
"10871","STMP1"
"10872","STN1"
"10873","STOM"
"10874","STOML1"
"10875","STOML2"
"10876","STON1"
"10877","STON2"
"10878","STOX2"
"10879","STPG1"
"10880","STPG3"
"10881","STPG4"
"10882","STRA6"
"10883","STRADA"
"10884","STRADB"
"10885","STRAP"
"10886","STRBP"
"10887","STRIP1"
"10888","STRIP2"
"10889","STRN"
"10890","STRN3"
"10891","STRN4"
"10892","STS"
"10893","STT3A"
"10894","STT3B"
"10895","STUB1"
"10896","STX10"
"10897","STX11"
"10898","STX12"
"10899","STX16"
"10900","STX17"
"10901","STX18"
"10902","STX1A"
"10903","STX2"
"10904","STX3"
"10905","STX4"
"10906","STX5"
"10907","STX6"
"10908","STX7"
"10909","STX8"
"10910","STXBP1"
"10911","STXBP2"
"10912","STXBP3"
"10913","STXBP4"
"10914","STXBP5"
"10915","STXBP6"
"10916","STYK1"
"10917","STYX"
"10918","STYXL1"
"10919","SUB1"
"10920","SUCLA2"
"10921","SUCLG1"
"10922","SUCLG2"
"10923","SUCO"
"10924","SUDS3"
"10925","SUFU"
"10926","SUGCT"
"10927","SUGP1"
"10928","SUGP2"
"10929","SUGT1"
"10930","SULF1"
"10931","SULT1A1"
"10932","SULT1A2"
"10933","SULT1B1"
"10934","SULT1C2"
"10935","SULT1C4"
"10936","SUMF1"
"10937","SUMF2"
"10938","SUMO1"
"10939","SUMO2"
"10940","SUMO3"
"10941","SUMO4"
"10942","SUN1"
"10943","SUN2"
"10944","SUN3"
"10945","SUOX"
"10946","SUPT16H"
"10947","SUPT20H"
"10948","SUPT3H"
"10949","SUPT4H1"
"10950","SUPT5H"
"10951","SUPT6H"
"10952","SUPT7L"
"10953","SUPV3L1"
"10954","SURF1"
"10955","SURF2"
"10956","SURF4"
"10957","SURF6"
"10958","SUSD1"
"10959","SUSD2"
"10960","SUSD5"
"10961","SUSD6"
"10962","SUV39H1"
"10963","SUV39H2"
"10964","SUZ12"
"10965","SV2A"
"10966","SV2B"
"10967","SVBP"
"10968","SVIL"
"10969","SVIP"
"10970","SWAP70"
"10971","SWI5"
"10972","SWSAP1"
"10973","SWT1"
"10974","SYAP1"
"10975","SYBU"
"10976","SYCE1L"
"10977","SYCE2"
"10978","SYCP1"
"10979","SYCP2"
"10980","SYCP3"
"10981","SYDE1"
"10982","SYDE2"
"10983","SYF2"
"10984","SYMPK"
"10985","SYN3"
"10986","SYNCRIP"
"10987","SYNE1"
"10988","SYNE2"
"10989","SYNE3"
"10990","SYNE4"
"10991","SYNGAP1"
"10992","SYNGR1"
"10993","SYNGR2"
"10994","SYNGR3"
"10995","SYNJ1"
"10996","SYNJ2"
"10997","SYNJ2BP"
"10998","SYNJ2BP-COX16"
"10999","SYNM"
"11000","SYNPO"
"11001","SYNRG"
"11002","SYP"
"11003","SYPL1"
"11004","SYS1"
"11005","SYT1"
"11006","SYT11"
"11007","SYT14"
"11008","SYT15"
"11009","SYT5"
"11010","SYTL1"
"11011","SYTL2"
"11012","SYTL3"
"11013","SYTL4"
"11014","SYVN1"
"11015","SZRD1"
"11016","SZT2"
"11017","TAB1"
"11018","TAB2"
"11019","TAB3"
"11020","TAC4"
"11021","TACC1"
"11022","TACC2"
"11023","TACC3"
"11024","TACO1"
"11025","TACR2"
"11026","TADA1"
"11027","TADA2A"
"11028","TADA2B"
"11029","TADA3"
"11030","TAF1"
"11031","TAF10"
"11032","TAF11"
"11033","TAF12"
"11034","TAF13"
"11035","TAF15"
"11036","TAF1A"
"11037","TAF1B"
"11038","TAF1C"
"11039","TAF1D"
"11040","TAF2"
"11041","TAF3"
"11042","TAF4"
"11043","TAF4B"
"11044","TAF5"
"11045","TAF5L"
"11046","TAF6"
"11047","TAF6L"
"11048","TAF7"
"11049","TAF7L"
"11050","TAF8"
"11051","TAF9"
"11052","TAF9B"
"11053","TAFA2"
"11054","TAFA3"
"11055","TAGLN"
"11056","TAGLN2"
"11057","TALDO1"
"11058","TAMM41"
"11059","TANC1"
"11060","TANC2"
"11061","TANGO2"
"11062","TANGO6"
"11063","TANK"
"11064","TAOK1"
"11065","TAOK2"
"11066","TAOK3"
"11067","TAP1"
"11068","TAP2"
"11069","TAPBP"
"11070","TAPBPL"
"11071","TAPT1"
"11072","TARBP1"
"11073","TARBP2"
"11074","TARDBP"
"11075","TARS"
"11076","TARS2"
"11077","TARSL2"
"11078","TAS2R4"
"11079","TASOR"
"11080","TASOR2"
"11081","TASP1"
"11082","TATDN1"
"11083","TATDN2"
"11084","TATDN3"
"11085","TAX1BP1"
"11086","TAX1BP3"
"11087","TAZ"
"11088","TBC1D1"
"11089","TBC1D10A"
"11090","TBC1D10B"
"11091","TBC1D12"
"11092","TBC1D13"
"11093","TBC1D14"
"11094","TBC1D15"
"11095","TBC1D16"
"11096","TBC1D17"
"11097","TBC1D19"
"11098","TBC1D2"
"11099","TBC1D20"
"11100","TBC1D22A"
"11101","TBC1D22B"
"11102","TBC1D23"
"11103","TBC1D24"
"11104","TBC1D25"
"11105","TBC1D29P"
"11106","TBC1D2B"
"11107","TBC1D30"
"11108","TBC1D31"
"11109","TBC1D32"
"11110","TBC1D3D"
"11111","TBC1D3I"
"11112","TBC1D4"
"11113","TBC1D5"
"11114","TBC1D8"
"11115","TBC1D8B"
"11116","TBC1D9"
"11117","TBC1D9B"
"11118","TBCA"
"11119","TBCB"
"11120","TBCC"
"11121","TBCCD1"
"11122","TBCD"
"11123","TBCEL"
"11124","TBCK"
"11125","TBK1"
"11126","TBKBP1"
"11127","TBL1X"
"11128","TBL1XR1"
"11129","TBL2"
"11130","TBL3"
"11131","TBP"
"11132","TBPL1"
"11133","TBPL2"
"11134","TBRG1"
"11135","TBRG4"
"11136","TBX18"
"11137","TBX19"
"11138","TBX2"
"11139","TBX3"
"11140","TBX6"
"11141","TBXAS1"
"11142","TCAF1"
"11143","TCAF2"
"11144","TCAIM"
"11145","TCEA1"
"11146","TCEA2"
"11147","TCEA3"
"11148","TCEAL1"
"11149","TCEAL3"
"11150","TCEAL4"
"11151","TCEAL8"
"11152","TCEAL9"
"11153","TCEANC"
"11154","TCEANC2"
"11155","TCERG1"
"11156","TCF12"
"11157","TCF19"
"11158","TCF20"
"11159","TCF24"
"11160","TCF25"
"11161","TCF3"
"11162","TCF4"
"11163","TCF7"
"11164","TCF7L1"
"11165","TCF7L2"
"11166","TCFL5"
"11167","TCHP"
"11168","TCIRG1"
"11169","TCN1"
"11170","TCN2"
"11171","TCOF1"
"11172","TCP1"
"11173","TCP11L1"
"11174","TCP11L2"
"11175","TCTA"
"11176","TCTE3"
"11177","TCTEX1D2"
"11178","TCTEX1D4"
"11179","TCTN1"
"11180","TCTN2"
"11181","TCTN3"
"11182","TDG"
"11183","TDGF1"
"11184","TDP1"
"11185","TDP2"
"11186","TDRD3"
"11187","TDRD7"
"11188","TDRKH"
"11189","TEAD1"
"11190","TEAD2"
"11191","TEAD3"
"11192","TEAD4"
"11193","TEC"
"11194","TECPR1"
"11195","TECPR2"
"11196","TECR"
"11197","TEDC1"
"11198","TEDC2"
"11199","TEF"
"11200","TEFM"
"11201","TEKT3"
"11202","TELO2"
"11203","TEN1"
"11204","TENM3"
"11205","TENT2"
"11206","TENT4A"
"11207","TENT4B"
"11208","TENT5A"
"11209","TENT5B"
"11210","TEP1"
"11211","TEPP"
"11212","TEPSIN"
"11213","TERB1"
"11214","TERF1"
"11215","TERF2"
"11216","TERF2IP"
"11217","TERT"
"11218","TES"
"11219","TESC"
"11220","TESK1"
"11221","TESK2"
"11222","TESMIN"
"11223","TET1"
"11224","TET2"
"11225","TET3"
"11226","TEX10"
"11227","TEX14"
"11228","TEX15"
"11229","TEX2"
"11230","TEX22"
"11231","TEX261"
"11232","TEX264"
"11233","TEX30"
"11234","TEX35"
"11235","TEX46"
"11236","TEX9"
"11237","TF"
"11238","TFAM"
"11239","TFAP2A"
"11240","TFAP2C"
"11241","TFAP2E"
"11242","TFAP4"
"11243","TFB1M"
"11244","TFB2M"
"11245","TFCP2"
"11246","TFDP1"
"11247","TFDP2"
"11248","TFE3"
"11249","TFEB"
"11250","TFF3"
"11251","TFG"
"11252","TFIP11"
"11253","TFPI"
"11254","TFPI2"
"11255","TFPT"
"11256","TFRC"
"11257","TGDS"
"11258","TGFA"
"11259","TGFB1"
"11260","TGFB1I1"
"11261","TGFB3"
"11262","TGFBI"
"11263","TGFBR1"
"11264","TGFBR2"
"11265","TGFBR3"
"11266","TGFBRAP1"
"11267","TGIF1"
"11268","TGIF2"
"11269","TGIF2-RAB5IF"
"11270","TGM1"
"11271","TGM2"
"11272","TGOLN2"
"11273","TGS1"
"11274","THADA"
"11275","THAP1"
"11276","THAP10"
"11277","THAP11"
"11278","THAP12"
"11279","THAP2"
"11280","THAP3"
"11281","THAP4"
"11282","THAP5"
"11283","THAP6"
"11284","THAP7"
"11285","THAP8"
"11286","THAP9"
"11287","THBD"
"11288","THBS1"
"11289","THBS3"
"11290","THBS4"
"11291","THEM4"
"11292","THEM6"
"11293","THEMIS2"
"11294","THG1L"
"11295","THNSL1"
"11296","THNSL2"
"11297","THOC1"
"11298","THOC2"
"11299","THOC3"
"11300","THOC5"
"11301","THOC6"
"11302","THOC7"
"11303","THOP1"
"11304","THRA"
"11305","THRAP3"
"11306","THSD1"
"11307","THSD4"
"11308","THTPA"
"11309","THUMPD1"
"11310","THUMPD2"
"11311","THUMPD3"
"11312","THY1"
"11313","THYN1"
"11314","TIA1"
"11315","TIAF1"
"11316","TIAL1"
"11317","TIAM1"
"11318","TIAM2"
"11319","TICAM1"
"11320","TICAM2"
"11321","TICRR"
"11322","TIE1"
"11323","TIFA"
"11324","TIGAR"
"11325","TIGD1"
"11326","TIGD2"
"11327","TIGD4"
"11328","TIGD5"
"11329","TIGD6"
"11330","TIGD7"
"11331","TIMELESS"
"11332","TIMM10"
"11333","TIMM10B"
"11334","TIMM13"
"11335","TIMM17A"
"11336","TIMM17B"
"11337","TIMM21"
"11338","TIMM22"
"11339","TIMM23"
"11340","TIMM23B"
"11341","TIMM29"
"11342","TIMM44"
"11343","TIMM50"
"11344","TIMM8A"
"11345","TIMM8B"
"11346","TIMM9"
"11347","TIMMDC1"
"11348","TIMP1"
"11349","TIMP2"
"11350","TIMP3"
"11351","TINAGL1"
"11352","TINF2"
"11353","TIPARP"
"11354","TIPIN"
"11355","TIPRL"
"11356","TIRAP"
"11357","TJAP1"
"11358","TJP1"
"11359","TK1"
"11360","TK2"
"11361","TKFC"
"11362","TKT"
"11363","TLCD1"
"11364","TLCD2"
"11365","TLDC2"
"11366","TLE1"
"11367","TLE2"
"11368","TLE3"
"11369","TLE4"
"11370","TLE5"
"11371","TLE6"
"11372","TLK1"
"11373","TLK2"
"11374","TLN1"
"11375","TLN2"
"11376","TLNRD1"
"11377","TLR1"
"11378","TLR2"
"11379","TLR3"
"11380","TLR4"
"11381","TLR5"
"11382","TLR6"
"11383","TM2D1"
"11384","TM2D2"
"11385","TM2D3"
"11386","TM4SF1"
"11387","TM4SF18"
"11388","TM4SF19"
"11389","TM7SF2"
"11390","TM7SF3"
"11391","TM9SF1"
"11392","TM9SF2"
"11393","TM9SF3"
"11394","TM9SF4"
"11395","TMA16"
"11396","TMA7"
"11397","TMBIM1"
"11398","TMBIM4"
"11399","TMBIM6"
"11400","TMC1"
"11401","TMC2"
"11402","TMC4"
"11403","TMC6"
"11404","TMC7"
"11405","TMC8"
"11406","TMCC1"
"11407","TMCC2"
"11408","TMCC3"
"11409","TMCO1"
"11410","TMCO3"
"11411","TMCO4"
"11412","TMCO6"
"11413","TMED1"
"11414","TMED10"
"11415","TMED2"
"11416","TMED3"
"11417","TMED4"
"11418","TMED5"
"11419","TMED6"
"11420","TMED7"
"11421","TMED7-TICAM2"
"11422","TMED8"
"11423","TMED9"
"11424","TMEFF1"
"11425","TMEM101"
"11426","TMEM102"
"11427","TMEM104"
"11428","TMEM105"
"11429","TMEM106A"
"11430","TMEM106B"
"11431","TMEM106C"
"11432","TMEM107"
"11433","TMEM109"
"11434","TMEM11"
"11435","TMEM115"
"11436","TMEM116"
"11437","TMEM117"
"11438","TMEM119"
"11439","TMEM120A"
"11440","TMEM120B"
"11441","TMEM121"
"11442","TMEM126A"
"11443","TMEM126B"
"11444","TMEM127"
"11445","TMEM128"
"11446","TMEM129"
"11447","TMEM131"
"11448","TMEM131L"
"11449","TMEM132A"
"11450","TMEM134"
"11451","TMEM135"
"11452","TMEM136"
"11453","TMEM138"
"11454","TMEM139"
"11455","TMEM140"
"11456","TMEM141"
"11457","TMEM143"
"11458","TMEM144"
"11459","TMEM145"
"11460","TMEM147"
"11461","TMEM14A"
"11462","TMEM14B"
"11463","TMEM14C"
"11464","TMEM150A"
"11465","TMEM150C"
"11466","TMEM151A"
"11467","TMEM151B"
"11468","TMEM156"
"11469","TMEM158"
"11470","TMEM159"
"11471","TMEM160"
"11472","TMEM161A"
"11473","TMEM161B"
"11474","TMEM163"
"11475","TMEM164"
"11476","TMEM165"
"11477","TMEM167A"
"11478","TMEM167B"
"11479","TMEM168"
"11480","TMEM169"
"11481","TMEM17"
"11482","TMEM170A"
"11483","TMEM170B"
"11484","TMEM171"
"11485","TMEM173"
"11486","TMEM175"
"11487","TMEM177"
"11488","TMEM178B"
"11489","TMEM179B"
"11490","TMEM18"
"11491","TMEM181"
"11492","TMEM182"
"11493","TMEM183A"
"11494","TMEM184A"
"11495","TMEM184B"
"11496","TMEM184C"
"11497","TMEM185A"
"11498","TMEM185B"
"11499","TMEM186"
"11500","TMEM187"
"11501","TMEM189"
"11502","TMEM189-UBE2V1"
"11503","TMEM19"
"11504","TMEM191B"
"11505","TMEM192"
"11506","TMEM198"
"11507","TMEM199"
"11508","TMEM200B"
"11509","TMEM201"
"11510","TMEM203"
"11511","TMEM204"
"11512","TMEM205"
"11513","TMEM206"
"11514","TMEM208"
"11515","TMEM209"
"11516","TMEM212"
"11517","TMEM213"
"11518","TMEM214"
"11519","TMEM216"
"11520","TMEM217"
"11521","TMEM218"
"11522","TMEM219"
"11523","TMEM220"
"11524","TMEM222"
"11525","TMEM223"
"11526","TMEM229B"
"11527","TMEM230"
"11528","TMEM231"
"11529","TMEM232"
"11530","TMEM234"
"11531","TMEM236"
"11532","TMEM237"
"11533","TMEM238"
"11534","TMEM240"
"11535","TMEM241"
"11536","TMEM242"
"11537","TMEM243"
"11538","TMEM245"
"11539","TMEM248"
"11540","TMEM249"
"11541","TMEM250"
"11542","TMEM251"
"11543","TMEM253"
"11544","TMEM254"
"11545","TMEM255A"
"11546","TMEM255B"
"11547","TMEM256"
"11548","TMEM258"
"11549","TMEM259"
"11550","TMEM260"
"11551","TMEM262"
"11552","TMEM263"
"11553","TMEM265"
"11554","TMEM266"
"11555","TMEM267"
"11556","TMEM268"
"11557","TMEM269"
"11558","TMEM30A"
"11559","TMEM33"
"11560","TMEM35B"
"11561","TMEM38A"
"11562","TMEM38B"
"11563","TMEM39A"
"11564","TMEM39B"
"11565","TMEM40"
"11566","TMEM41A"
"11567","TMEM41B"
"11568","TMEM42"
"11569","TMEM43"
"11570","TMEM44"
"11571","TMEM45A"
"11572","TMEM50A"
"11573","TMEM50B"
"11574","TMEM51"
"11575","TMEM52"
"11576","TMEM52B"
"11577","TMEM53"
"11578","TMEM54"
"11579","TMEM56"
"11580","TMEM56-RWDD3"
"11581","TMEM59"
"11582","TMEM59L"
"11583","TMEM60"
"11584","TMEM62"
"11585","TMEM63A"
"11586","TMEM63B"
"11587","TMEM64"
"11588","TMEM65"
"11589","TMEM67"
"11590","TMEM68"
"11591","TMEM69"
"11592","TMEM70"
"11593","TMEM71"
"11594","TMEM79"
"11595","TMEM80"
"11596","TMEM81"
"11597","TMEM86A"
"11598","TMEM86B"
"11599","TMEM87A"
"11600","TMEM87B"
"11601","TMEM88"
"11602","TMEM8A"
"11603","TMEM8B"
"11604","TMEM9"
"11605","TMEM91"
"11606","TMEM94"
"11607","TMEM97"
"11608","TMEM98"
"11609","TMEM99"
"11610","TMEM9B"
"11611","TMF1"
"11612","TMLHE"
"11613","TMOD1"
"11614","TMOD2"
"11615","TMOD3"
"11616","TMOD4"
"11617","TMPO"
"11618","TMPPE"
"11619","TMPRSS5"
"11620","TMPRSS9"
"11621","TMSB10"
"11622","TMSB4X"
"11623","TMTC1"
"11624","TMTC2"
"11625","TMTC3"
"11626","TMTC4"
"11627","TMUB1"
"11628","TMUB2"
"11629","TMX1"
"11630","TMX2"
"11631","TMX3"
"11632","TMX4"
"11633","TNC"
"11634","TNFAIP1"
"11635","TNFAIP2"
"11636","TNFAIP3"
"11637","TNFAIP6"
"11638","TNFAIP8"
"11639","TNFAIP8L1"
"11640","TNFAIP8L2"
"11641","TNFRSF10A"
"11642","TNFRSF10B"
"11643","TNFRSF11A"
"11644","TNFRSF11B"
"11645","TNFRSF12A"
"11646","TNFRSF14"
"11647","TNFRSF19"
"11648","TNFRSF1A"
"11649","TNFRSF1B"
"11650","TNFRSF21"
"11651","TNFRSF25"
"11652","TNFRSF4"
"11653","TNFRSF6B"
"11654","TNFRSF9"
"11655","TNFSF10"
"11656","TNFSF12"
"11657","TNFSF13"
"11658","TNFSF13B"
"11659","TNFSF15"
"11660","TNFSF4"
"11661","TNFSF9"
"11662","TNIK"
"11663","TNIP1"
"11664","TNIP2"
